#
#   VizieR Astronomical Server: vizier.nao.ac.jp    	2008-09-08T15:17:26
#   (replaces the 'Astrores' format originally described at
#    http://vizier.u-strasbg.fr/doc/astrores.htx)
#   In case of problem, please report to:	question@simbad.u-strasbg.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	-ref=VOTx29447	
#INFO	-out.max=50000	

#RESOURCE=yCat_9010
#Name: IX/10A
#Title: ROSAT All-Sky Bright Source Catalogue (1RXS) (Voges+ 1999)
#Table	IX_10A_1rxs:
#Name: IX/10A/1rxs
#Title: The 1RXS catalogue
#Column	_RAJ2000	(A11)	Right ascension (FK5) Equinox=J2000. (computed by VizieR, not part of the original data)	[ucd=pos.eq.ra;meta.main]
#Column	_DEJ2000	(A11)	Declination (FK5) Equinox=J2000. (computed by VizieR, not part of the original data)	[ucd=pos.eq.dec;meta.main]
#Column	1RXS	(a16)	ROSAT All-Sky Survey Catalogue source name (1)	[ucd=meta.id;meta.main]
#Column	PosErr	(I2)	? Total positional error (including 6" systematic error)	[ucd=stat.error]
#_RAJ2000	_DEJ2000	1RXS	PosErr
#"h:m:s"	"d:m:s"		arcsec
#-----------	-----------	----------------	--
* V 8
09 36 01.90	+42 51 39.5	J093601.9+425139	 9
09 36 11.30	+51 48 13.5	J093611.3+514813	12
09 36 13.60	-78 20 37.0	J093613.6-782037	10
09 36 14.60	+37 32 03.0	J093614.6+373203	24
09 36 18.00	-04 56 34.5	J093618.0-045634	20
09 36 18.00	-09 20 49.5	J093618.0-092049	12
09 36 21.70	+47 57 03.0	J093621.7+475703	24
09 36 22.90	-21 10 31.0	J093622.9-211031	11
09 36 26.30	-18 21 06.5	J093626.3-182106	10
09 36 31.90	+28 20 27.5	J093631.9+282027	 9
09 36 33.60	-24 42 10.5	J093633.6-244210	14
09 36 41.00	+10 14 13.0	J093641.0+101413	10
09 36 42.40	+56 58 20.0	J093642.4+565820	 8
09 36 42.60	+50 52 49.0	J093642.6+505249	16
09 36 46.00	+57 39 29.5	J093646.0+573929	11
09 36 54.00	-33 42 45.5	J093654.0-334245	 8
09 36 57.10	-26 10 04.5	J093657.1-261004	14
09 36 57.60	+12 05 56.5	J093657.6+120556	11
09 36 59.50	-33 47 48.0	J093659.5-334748	16
09 37 01.00	+01 05 48.5	J093701.0+010548	 7
09 37 03.20	+42 48 35.0	J093703.2+424835	10
09 37 03.70	+36 15 55.5	J093703.7+361555	10
09 37 11.50	+50 08 48.5	J093711.5+500848	10
09 37 12.50	-42 01 23.5	J093712.5-420123	10
09 37 14.40	+03 15 50.0	J093714.4+031550	 9
09 37 28.40	+32 45 56.0	J093728.4+324556	 9
09 37 28.50	+65 38 36.0	J093728.5+653836	11
09 37 30.70	-05 44 42.5	J093730.7-054442	12
09 37 32.70	+54 37 17.5	J093732.7+543717	15
09 37 37.70	+60 12 47.5	J093737.7+601247	10
09 37 49.50	+24 40 17.5	J093749.5+244017	10
09 37 57.10	+73 04 49.0	J093757.1+730449	11
09 37 58.30	-01 05 07.5	J093758.3-010507	17
09 38 00.60	+08 16 40.0	J093800.6+081640	10
09 38 03.60	+44 39 20.5	J093803.6+443920	 9
09 38 04.60	-01 14 47.0	J093804.6-011447	15
09 38 04.70	-20 20 00.0	J093804.7-202000	13
09 38 10.20	+70 38 11.0	J093810.2+703811	14
09 38 11.00	-26 23 00.5	J093811.0-262300	19
09 38 13.20	-01 04 23.5	J093813.2-010423	12
09 38 22.80	+52 03 15.0	J093822.8+520315	14
09 38 34.70	+42 14 57.5	J093834.7+421457	10
09 38 40.40	-01 56 01.0	J093840.4-015601	16
09 38 46.60	-21 55 40.0	J093846.6-215540	10
09 38 47.10	-66 39 47.5	J093847.1-663947	10
09 38 51.00	-03 05 27.5	J093851.0-030527	 8
09 38 55.30	-28 17 15.5	J093855.3-281715	 9
09 38 57.80	-49 03 47.5	J093857.8-490347	22
09 39 00.40	+25 30 08.0	J093900.4+253008	13
09 39 08.80	-25 15 43.0	J093908.8-251543	10
09 39 13.30	+06 07 43.5	J093913.3+060743	19
09 39 18.00	-23 50 21.0	J093918.0-235021	10
09 39 29.80	+51 41 07.0	J093929.8+514107	14
09 39 33.00	-06 46 37.0	J093933.0-064637	 9
09 39 39.40	-34 13 50.5	J093939.4-341350	 9
09 39 42.80	+56 02 47.5	J093942.8+560247	 9
09 39 45.70	-41 04 05.0	J093945.7-410405	 8
09 39 47.80	+75 24 20.0	J093947.8+752420	10
09 39 51.60	-21 34 06.0	J093951.6-213406	12
09 40 02.60	-17 10 00.0	J094002.6-171000	15
09 40 09.10	+38 04 34.5	J094009.1+380434	12
09 40 11.40	+21 20 11.5	J094011.4+212011	14
09 40 17.80	-25 27 54.5	J094017.8-252754	14
09 40 20.70	+61 48 37.0	J094020.7+614837	12
09 40 21.70	+50 21 16.5	J094021.7+502116	11
09 40 24.80	+77 57 13.5	J094024.8+775713	14
09 40 33.50	+46 23 13.0	J094033.5+462313	10
09 40 37.30	-56 56 15.5	J094037.3-565615	16
09 40 39.10	+13 41 44.5	J094039.1+134144	10
09 40 42.50	+02 15 56.5	J094042.5+021556	10
09 40 43.30	+77 20 49.5	J094043.3+772049	15
09 40 52.50	+27 59 24.0	J094052.5+275924	 9
09 40 54.40	-24 58 00.0	J094054.4-245800	11
09 40 55.30	+07 44 24.0	J094055.3+074424	27
09 40 57.60	+03 24 11.0	J094057.6+032411	10
09 41 01.90	+29 48 46.5	J094101.9+294846	17
09 41 04.00	+38 54 00.0	J094104.0+385400	10
09 41 08.50	-61 38 15.5	J094108.5-613815	 8
09 41 10.20	+09 53 30.0	J094110.2+095330	12
09 41 10.70	-12 26 58.5	J094110.7-122658	 8
09 41 11.40	+48 36 13.0	J094111.4+483613	 9
09 41 24.50	-33 23 51.5	J094124.5-332351	 9
09 41 29.50	-18 29 03.5	J094129.5-182903	 9
09 41 34.30	-17 53 07.5	J094134.3-175307	 8
09 41 34.80	-05 58 04.5	J094134.8-055804	13
09 41 35.50	+27 56 55.5	J094135.5+275655	21
09 41 40.90	-25 57 51.5	J094140.9-255751	23
09 41 49.60	+61 12 10.5	J094149.6+611210	12
09 42 02.20	+08 57 58.0	J094202.2+085758	14
09 42 04.00	+23 41 06.0	J094204.0+234106	11
09 42 08.60	-07 06 52.0	J094208.6-070652	14
09 42 09.50	+33 46 38.0	J094209.5+334638	 8
09 42 10.20	+06 50 32.5	J094210.2+065032	 9
09 42 11.60	-22 40 27.0	J094211.6-224027	29
09 42 34.10	+09 38 43.0	J094234.1+093843	 9
09 42 34.10	-15 11 15.0	J094234.1-151115	10
09 42 39.30	-62 28 57.5	J094239.3-622857	18
09 42 40.30	-55 50 01.0	J094240.3-555001	16
09 42 47.20	+70 02 38.0	J094247.2+700238	14
09 42 47.50	-72 39 45.5	J094247.5-723945	13
09 42 54.90	+32 15 38.5	J094254.9+321538	16
09 43 05.00	+28 05 40.0	J094305.0+280540	11
09 43 10.90	-63 13 04.0	J094310.9-631304	 8
09 43 20.70	+04 24 17.5	J094320.7+042417	14
09 43 21.30	-76 19 57.5	J094321.3-761957	16
09 43 24.50	-16 00 54.0	J094324.5-160054	11
09 43 27.10	+02 37 29.5	J094327.1+023729	12
09 43 34.30	+53 34 41.0	J094334.3+533441	11
09 43 43.10	+34 54 52.5	J094343.1+345452	12
09 43 44.90	+55 57 24.0	J094344.9+555724	 9
09 43 54.20	-31 27 03.0	J094354.2-312703	11
09 43 55.30	-07 09 44.0	J094355.3-070944	 8
09 44 01.00	+64 24 42.0	J094401.0+642442	15
09 44 02.10	+48 06 56.5	J094402.1+480656	16
09 44 05.77	+57 32 51.1	J094405.7+573251	
09 44 11.50	+25 21 16.5	J094411.5+252116	10
09 44 14.20	-11 52 18.5	J094414.2-115218	 8
09 44 14.20	-21 16 31.0	J094414.2-211631	31
09 44 21.00	-01 44 44.5	J094421.0-014444	11
09 44 28.00	+36 08 41.5	J094428.0+360841	 8
09 44 32.10	+03 57 38.0	J094432.1+035738	20
09 44 32.80	+57 35 44.0	J094432.8+573544	 8
09 44 36.50	-26 33 53.0	J094436.5-263353	 7
09 44 54.10	-57 35 41.5	J094454.1-573541	13
09 44 54.20	-12 20 47.5	J094454.2-122047	 8
09 44 57.70	+31 17 45.5	J094457.7+311745	12
09 44 58.60	-13 47 07.0	J094458.6-134707	31
09 45 06.00	+32 16 35.0	J094506.0+321635	12
09 45 16.10	+19 47 20.5	J094516.1+194720	13
09 45 18.60	-83 27 23.0	J094518.6-832723	12
09 45 24.40	+29 13 09.5	J094524.4+291309	13
09 45 25.20	-08 39 06.5	J094525.2-083906	16
09 45 38.00	-00 58 29.5	J094538.0-005829	 8
09 45 41.10	+03 32 52.0	J094541.1+033252	14
09 45 41.90	-14 19 27.0	J094541.9-141927	 9
09 45 43.20	+41 04 22.0	J094543.2+410422	14
09 45 53.90	+42 38 54.5	J094553.9+423854	12
09 45 58.70	-32 53 29.5	J094558.7-325329	 9
09 46 00.00	+52 29 45.0	J094600.0+522945	13
09 46 04.80	+39 50 28.5	J094604.8+395028	 8
09 46 15.20	-00 24 43.5	J094615.2-002443	 9
09 46 17.20	+02 55 05.5	J094617.2+025505	12
09 46 17.60	-76 46 20.0	J094617.6-764620	10
09 46 20.50	+01 04 59.5	J094620.5+010459	 9
09 46 21.00	+48 38 18.0	J094621.0+483818	11
09 46 22.10	-27 16 23.5	J094622.1-271623	12
09 46 22.30	+47 11 38.5	J094622.3+471138	19
09 46 40.40	-45 52 04.0	J094640.4-455204	13
09 46 44.60	-62 42 46.5	J094644.6-624246	15
09 46 47.60	-51 56 41.0	J094647.6-515641	12
09 46 53.00	+13 20 00.0	J094653.0+132000	 8
09 47 03.70	+47 21 43.5	J094703.7+472143	12
09 47 04.40	-65 35 01.5	J094704.4-653501	11
09 47 09.20	-25 40 56.0	J094709.2-254056	 8
09 47 11.80	+31 14 21.0	J094711.8+311421	11
09 47 13.20	+76 23 17.5	J094713.2+762317	 8
09 47 15.40	-65 58 52.0	J094715.4-655852	26
09 47 20.10	+80 16 55.0	J094720.1+801655	11
09 47 20.20	+54 28 12.0	J094720.2+542812	19
09 47 20.60	-40 03 17.0	J094720.6-400317	11
09 47 26.20	+21 19 31.5	J094726.2+211931	 9
09 47 28.70	-37 43 26.5	J094728.7-374326	12
09 47 33.20	+10 05 22.0	J094733.2+100522	13
09 47 40.40	-30 56 55.0	J094740.4-305655	 8
09 47 40.60	-28 22 40.0	J094740.6-282240	 9
09 47 41.30	+36 05 12.0	J094741.3+360512	11
09 47 53.20	+40 07 49.5	J094753.2+400749	16
09 47 54.60	+52 39 54.5	J094754.6+523954	 9
09 48 31.10	-33 38 14.5	J094831.1-333814	 9
09 48 37.60	+22 01 01.5	J094837.6+220101	15
09 48 38.60	+40 30 54.0	J094838.6+403054	 9
09 48 43.30	-03 28 19.5	J094843.3-032819	14
09 48 43.30	-26 24 57.0	J094843.3-262457	13
09 48 43.50	-44 54 07.5	J094843.5-445407	 8
09 48 47.50	+64 53 53.0	J094847.5+645353	12
09 48 49.50	+33 49 10.5	J094849.5+334910	12
09 48 51.00	+15 39 01.0	J094851.0+153901	12
09 48 52.90	+28 53 46.0	J094852.9+285346	 8
09 49 04.30	+47 47 05.5	J094904.3+474705	16
09 49 06.00	-19 57 15.0	J094906.0-195715	15
09 49 09.80	-65 40 21.0	J094909.8-654021	10
09 49 18.80	-55 22 47.5	J094918.8-552247	12
09 49 20.00	-22 30 45.0	J094920.0-223045	11
09 49 33.00	-49 04 32.0	J094933.0-490432	11
09 49 40.30	-04 08 34.0	J094940.3-040834	19
09 49 45.90	+44 40 08.5	J094945.9+444008	14
09 49 50.10	+11 06 34.5	J094950.1+110634	23
09 49 52.80	+39 02 14.5	J094952.8+390214	11
09 49 53.80	+17 08 03.0	J094953.8+170803	20
09 49 55.70	-34 06 34.0	J094955.7-340634	 9
09 50 00.50	+48 31 27.0	J095000.5+483127	10
09 50 07.80	-05 52 03.0	J095007.8-055203	 8
09 50 13.50	+29 01 26.5	J095013.5+290126	15
09 50 13.60	-10 42 55.0	J095013.6-104255	14
09 50 17.90	+79 14 00.5	J095017.9+791400	11
09 50 19.00	+05 44 13.0	J095019.0+054413	16
09 50 19.30	+74 58 18.0	J095019.3+745818	10
09 50 21.00	+75 44 54.0	J095021.0+754454	11
09 50 30.20	+04 20 47.5	J095030.2+042047	 8
09 50 31.50	+43 29 10.5	J095031.5+432910	 9
09 50 36.50	-29 33 33.0	J095036.5-293333	 9
09 50 39.10	-05 30 29.5	J095039.1-053029	11
09 50 48.40	+39 26 52.0	J095048.4+392652	 7
09 50 48.50	-09 06 57.5	J095048.5-090657	10
09 51 01.10	-24 54 21.5	J095101.1-245421	18
09 51 04.20	+19 25 31.0	J095104.2+192531	11
09 51 06.90	-44 34 08.5	J095106.9-443408	 9
09 51 17.00	+04 48 40.5	J095117.0+044840	10
09 51 18.10	-46 11 33.5	J095118.1-461133	14
09 51 23.40	+22 07 23.5	J095123.4+220723	11
09 51 24.00	+35 42 56.0	J095124.0+354256	10
09 51 28.50	-14 50 41.0	J095128.5-145041	 8
09 51 31.00	+42 20 06.0	J095131.0+422006	17
09 51 41.90	-49 15 51.0	J095141.9-491551	14
09 51 47.00	+78 12 35.5	J095147.0+781235	12
09 51 47.10	-79 01 39.0	J095147.1-790139	10
09 51 54.90	-06 49 16.5	J095154.9-064916	 8
09 51 56.00	+00 47 22.0	J095156.0+004722	19
09 51 58.60	+22 09 37.5	J095158.6+220937	14
09 52 12.00	+00 04 38.5	J095212.0+000438	 9
09 52 14.40	+39 36 27.5	J095214.4+393627	11
09 52 19.10	-01 36 39.0	J095219.1-013639	12
09 52 19.40	+32 28 32.5	J095219.4+322832	 9
09 52 25.80	+75 02 16.5	J095225.8+750216	 8
09 52 36.70	+20 51 57.5	J095236.7+205157	12
09 52 40.00	-17 29 13.5	J095240.0-172913	21
09 52 44.64	+51 59 40.9	J095244.6+515940	
09 52 46.60	+51 53 38.5	J095246.6+515338	11
09 52 50.70	-49 38 31.0	J095250.7-493831	11
09 53 00.50	-31 02 44.0	J095300.5-310244	10
09 53 00.70	-14 36 25.5	J095300.7-143625	14
09 53 02.50	+38 01 48.0	J095302.5+380148	 9
09 53 03.40	-08 40 03.0	J095303.4-084003	10
09 53 06.10	-76 57 55.5	J095306.1-765755	12
09 53 08.60	+14 58 41.5	J095308.6+145841	10
09 53 09.90	+74 42 15.5	J095309.9+744215	14
09 53 12.00	-79 33 19.0	J095312.0-793319	15
09 53 14.20	+47 55 20.0	J095314.2+475520	12
09 53 14.20	-15 58 49.0	J095314.2-155849	11
09 53 27.10	+37 28 05.5	J095327.1+372805	 9
09 53 31.50	+25 39 39.5	J095331.5+253939	 9
09 53 36.80	+44 31 32.5	J095336.8+443132	10
09 53 40.40	+01 41 54.5	J095340.4+014154	25
09 53 51.80	-07 20 01.5	J095351.8-072001	 7
09 53 56.70	-24 08 37.0	J095356.7-240837	14
09 54 02.60	-34 13 39.0	J095402.6-341339	 8
09 54 05.00	+66 08 36.0	J095405.0+660836	15
09 54 06.70	+21 22 50.5	J095406.7+212250	12
09 54 10.80	+49 14 57.0	J095410.8+491457	 8
09 54 11.20	-53 38 25.5	J095411.2-533825	14
09 54 27.70	-37 17 37.5	J095427.7-371737	12
09 54 29.60	-01 15 59.5	J095429.6-011559	14
09 54 29.70	-16 06 44.5	J095429.7-160644	10
09 54 31.20	-01 45 41.0	J095431.2-014541	 7
09 54 33.60	-12 57 11.0	J095433.6-125711	14
09 54 42.80	+08 23 43.5	J095442.8+082343	12
09 54 57.40	+09 30 10.5	J095457.4+093010	17
09 54 58.30	-44 48 46.0	J095458.3-444846	12
09 55 06.80	+73 20 02.5	J095506.8+732002	13
09 55 07.70	-26 32 16.5	J095507.7-263216	13
09 55 08.20	+35 50 54.5	J095508.2+355054	10
09 55 09.20	-08 19 21.0	J095509.2-081921	10
09 55 13.80	-21 23 01.5	J095513.8-212301	 8
09 55 14.80	-62 03 16.5	J095514.8-620316	10
09 55 19.10	-28 56 40.0	J095519.1-285640	 8
09 55 34.70	+69 03 38.0	J095534.7+690338	13
09 55 39.40	+45 32 18.5	J095539.4+453218	10
09 55 43.20	+35 22 06.5	J095543.2+352206	12
09 55 50.40	+69 40 52.0	J095550.4+694052	13
09 55 54.20	-41 09 11.0	J095554.2-410911	10
09 55 54.90	+53 48 57.0	J095554.9+534857	10
09 55 57.00	-09 58 56.5	J095557.0-095856	10
09 55 59.60	-67 21 36.5	J095559.6-672136	12
09 56 05.10	+49 55 26.0	J095605.1+495526	 9
09 56 09.50	+62 47 28.5	J095609.5+624728	11
09 56 24.40	+56 48 11.5	J095624.4+564811	11
09 56 24.50	+06 48 03.5	J095624.5+064803	10
09 56 26.70	+54 04 21.0	J095626.7+540421	10
09 56 27.20	-09 57 20.0	J095627.2-095720	 9
09 56 30.60	-04 52 59.5	J095630.6-045259	15
09 56 35.10	-10 05 43.0	J095635.1-100543	23
09 56 45.00	-43 56 34.0	J095645.0-435634	30
09 56 49.40	+01 56 12.5	J095649.4+015612	10
09 56 49.80	-49 22 04.0	J095649.8-492204	12
09 56 51.20	+16 47 02.5	J095651.2+164702	17
09 56 52.40	+41 15 24.5	J095652.4+411524	 7
09 56 58.70	-38 33 13.0	J095658.7-383313	 8
09 57 03.20	+56 31 38.5	J095703.2+563138	11
09 57 08.10	+24 33 19.0	J095708.1+243319	11
09 57 12.90	+57 25 12.5	J095712.9+572512	 7
09 57 17.90	-75 54 32.0	J095717.9-755432	20
09 57 25.60	-23 04 12.5	J095725.6-230412	17
09 57 31.80	-69 21 21.0	J095731.8-692121	14
09 57 37.30	+55 23 06.0	J095737.3+552306	11
09 57 37.70	-12 30 03.0	J095737.7-123003	16
09 57 40.50	+41 03 19.5	J095740.5+410319	14
09 57 42.70	+20 10 14.5	J095742.7+201014	24
09 57 45.50	+07 51 13.0	J095745.5+075113	18
09 57 50.40	-42 08 01.0	J095750.4-420801	12
09 57 52.30	+85 29 35.5	J095752.3+852935	 7
09 57 52.90	-57 24 57.0	J095752.9-572457	 9
09 57 55.00	+69 03 10.5	J095755.0+690310	26
09 57 58.20	+28 53 45.0	J095758.2+285345	 9
09 57 58.20	+30 27 06.5	J095758.2+302706	13
09 58 00.70	+59 23 03.5	J095800.7+592303	10
09 58 03.10	-32 24 09.0	J095803.1-322409	28
09 58 04.50	-65 46 19.0	J095804.5-654619	26
09 58 06.40	-03 17 29.5	J095806.4-031729	 9
09 58 10.60	+25 40 42.0	J095810.6+254042	12
09 58 12.80	-67 52 41.0	J095812.8-675241	 7
09 58 16.40	-34 15 35.0	J095816.4-341535	11
09 58 19.70	+46 08 39.0	J095819.7+460839	10
09 58 19.90	+47 25 11.5	J095819.9+472511	13
09 58 21.80	-11 03 44.0	J095821.8-110344	13
09 58 22.00	+06 54 56.0	J095822.0+065456	14
09 58 24.20	-26 55 36.5	J095824.2-265536	13
09 58 27.30	+08 50 51.5	J095827.3+085051	 9
09 58 30.80	+67 03 23.0	J095830.8+670323	 9
09 58 34.00	-46 25 22.0	J095834.0-462522	 7
09 58 34.20	+56 02 28.5	J095834.2+560228	11
09 58 45.20	-41 38 02.5	J095845.2-413802	12
09 58 49.40	+01 32 31.5	J095849.4+013231	11
09 58 52.20	+12 38 03.5	J095852.2+123803	13
09 58 55.60	+42 36 42.0	J095855.6+423642	18
09 58 58.30	-00 12 14.5	J095858.3-001214	30
09 59 06.90	-22 08 25.5	J095906.9-220825	10
09 59 08.20	-22 39 34.0	J095908.2-223934	 8
09 59 16.00	-07 35 15.5	J095916.0-073515	11
09 59 19.30	+43 50 33.5	J095919.3+435033	 9
09 59 29.20	+03 11 05.0	J095929.2+031105	11
09 59 29.80	+21 23 40.0	J095929.8+212340	 8
09 59 32.60	+50 44 59.0	J095932.6+504459	10
09 59 36.60	-26 04 22.5	J095936.6-260422	11
09 59 42.10	-31 13 00.5	J095942.1-311300	 8
09 59 45.70	+38 49 10.0	J095945.7+384910	 8
09 59 48.00	+11 29 26.5	J095948.0+112926	27
09 59 49.30	+22 23 33.0	J095949.3+222333	27
09 59 50.00	+71 05 52.5	J095950.0+710552	13
09 59 55.40	+13 02 46.0	J095955.4+130246	11
09 59 57.10	-72 21 53.0	J095957.1-722153	13
10 00 02.30	+24 33 13.0	J100002.3+243313	 6
10 00 03.60	-30 16 28.5	J100003.6-301628	12
10 00 04.40	+31 32 04.0	J100004.4+313204	14
10 00 04.50	-40 03 21.0	J100004.5-400321	14
10 00 08.60	-54 01 09.5	J100008.6-540109	21
10 00 14.70	+50 37 00.0	J100014.7+503700	11
10 00 14.90	-19 37 56.0	J100014.9-193756	22
10 00 19.20	+00 05 10.0	J100019.2+000510	14
10 00 21.90	+04 20 01.5	J100021.9+042001	14
10 00 28.90	+44 09 10.0	J100028.9+440910	14
10 00 33.70	+10 47 26.0	J100033.7+104726	 8
10 00 33.90	-56 56 52.0	J100033.9-565652	 9
10 00 35.30	-08 54 42.5	J100035.3-085442	 9
10 00 36.00	+05 24 31.0	J100036.0+052431	 9
10 00 42.00	-65 22 23.0	J100042.0-652223	12
10 00 50.90	+31 55 55.5	J100050.9+315555	10
10 00 50.90	-11 11 47.0	J100050.9-111147	11
10 00 53.10	+24 40 20.0	J100053.1+244020	12
10 00 55.50	-21 05 14.0	J100055.5-210514	12
10 00 57.20	+31 40 03.5	J100057.2+314003	16
10 01 02.90	+59 44 26.0	J100102.9+594426	12
10 01 04.10	-79 13 14.0	J100104.1-791314	11
10 01 07.60	-11 14 46.0	J100107.6-111446	10
10 01 10.00	+74 23 14.5	J100110.0+742314	10
10 01 14.30	-23 53 38.5	J100114.3-235338	 9
10 01 14.70	+26 06 05.5	J100114.7+260605	12
10 01 20.60	+06 15 59.0	J100120.6+061559	13
10 01 21.50	+55 53 51.0	J100121.5+555351	 9
10 01 34.10	+52 31 44.5	J100134.1+523144	16
10 01 37.30	+35 34 22.5	J100137.3+353422	 8
10 01 40.50	+17 24 36.0	J100140.5+172436	 8
10 01 50.10	-19 35 50.5	J100150.1-193550	10
10 01 50.20	+28 00 16.0	J100150.2+280016	11
10 02 00.30	-08 09 39.0	J100200.3-080939	 8
10 02 00.70	+66 51 31.5	J100200.7+665131	 9
10 02 00.90	+62 08 21.5	J100200.9+620821	 8
10 02 02.30	-30 21 06.0	J100202.3-302106	 9
10 02 11.40	-19 25 34.0	J100211.4-192534	 8
10 02 26.00	+34 28 04.0	J100226.0+342804	12
10 02 27.00	-71 04 44.0	J100227.0-710444	15
10 02 28.30	-15 07 45.5	J100228.3-150745	14
10 02 29.60	+44 34 52.5	J100229.6+443452	19
10 02 31.60	-28 14 33.5	J100231.6-281433	14
10 02 32.70	-62 03 36.5	J100232.7-620336	10
10 02 35.90	+32 42 18.5	J100235.9+324218	27
10 02 49.70	+48 27 39.0	J100249.7+482739	12
10 02 55.50	-00 24 41.0	J100255.5-002441	10
10 03 05.40	+36 01 35.5	J100305.4+360135	12
10 03 06.60	+67 10 13.5	J100306.6+671013	25
10 03 07.40	-85 16 36.5	J100307.4-851636	10
10 03 21.90	+02 03 30.5	J100321.9+020330	 9
10 03 35.10	+44 44 22.5	J100335.1+444422	14
10 03 42.00	-21 37 52.5	J100342.0-213752	 9
10 03 44.30	+28 14 00.5	J100344.3+281400	 8
10 03 52.10	-56 11 34.5	J100352.1-561134	 8
10 03 55.70	-70 54 06.5	J100355.7-705406	15
10 04 02.40	+28 55 40.0	J100402.4+285540	 8
10 04 07.90	+14 49 25.0	J100407.9+144925	16
10 04 11.40	-03 36 39.0	J100411.4-033639	14
10 04 14.20	+48 26 00.5	J100414.2+482600	12
10 04 18.20	+08 25 00.5	J100418.2+082500	11
10 04 21.00	+50 23 18.0	J100421.0+502318	 7
10 04 34.50	+53 53 29.0	J100434.5+535329	15
10 04 34.90	+41 12 45.5	J100434.9+411245	 8
10 04 38.60	+15 10 59.5	J100438.6+151059	10
10 04 42.70	+48 01 54.0	J100442.7+480154	12
10 04 42.80	+32 34 27.5	J100442.8+323427	11
10 04 44.20	+37 51 56.5	J100444.2+375156	16
10 04 44.70	-32 15 37.0	J100444.7-321537	17
10 04 46.00	+14 46 51.5	J100446.0+144651	15
10 04 47.10	+22 25 13.0	J100447.1+222513	14
10 05 05.40	+56 24 26.5	J100505.4+562426	 9
10 05 08.40	+34 14 24.0	J100508.4+341424	11
10 05 15.10	-77 49 00.0	J100515.1-774900	15
10 05 16.90	+84 21 05.5	J100516.9+842105	21
10 05 23.00	+40 58 41.5	J100523.0+405841	10
10 05 24.00	+41 07 49.0	J100524.0+410749	11
10 05 25.70	-71 37 24.0	J100525.7-713724	12
10 05 32.60	-24 17 08.0	J100532.6-241708	11
10 05 40.20	+52 19 16.5	J100540.2+521916	16
10 05 42.20	+43 32 44.0	J100542.2+433244	 7
10 05 50.80	+10 58 19.0	J100550.8+105819	39
10 05 53.50	-63 49 55.5	J100553.5-634955	16
10 05 54.90	-23 03 18.0	J100554.9-230318	10
10 06 10.70	-39 40 56.0	J100610.7-394056	 8
10 06 11.50	+64 40 14.5	J100611.5+644014	11
10 06 14.60	+21 04 46.0	J100614.6+210446	11
10 06 26.70	+60 30 58.5	J100626.7+603058	 9
10 06 34.40	+31 58 57.0	J100634.4+315857	 9
10 06 39.10	+25 54 50.5	J100639.1+255450	20
10 06 41.50	+21 39 55.5	J100641.5+213955	26
10 06 43.00	-70 44 55.5	J100643.0-704455	11
10 06 46.80	-49 10 35.5	J100646.8-491035	12
10 06 47.90	+05 36 45.5	J100647.9+053645	12
10 06 48.30	+26 53 55.0	J100648.3+265355	16
10 06 52.10	+35 46 36.0	J100652.1+354636	16
10 06 55.60	+32 00 57.0	J100655.6+320057	20
10 06 56.40	-45 16 09.5	J100656.4-451609	10
10 06 56.90	+34 54 46.0	J100656.9+345446	 9
10 06 59.00	-63 52 12.5	J100659.0-635212	12
10 06 59.70	+67 32 49.5	J100659.7+673249	 9
10 07 10.10	+22 03 12.0	J100710.1+220312	 8
10 07 12.60	+65 35 11.0	J100712.6+653511	 9
10 07 17.80	+20 31 19.5	J100717.8+203119	11
10 07 21.00	+73 06 03.0	J100721.0+730603	12
10 07 24.10	-46 21 38.5	J100724.1-462138	12
10 07 34.40	-20 17 31.5	J100734.4-201731	 8
10 07 38.60	+06 21 28.0	J100738.6+062128	 8
10 07 39.00	-85 04 43.0	J100739.0-850443	 8
10 07 43.60	+50 07 53.5	J100743.6+500753	 9
10 07 48.50	+38 32 09.0	J100748.5+383209	10
10 07 50.60	-09 04 37.5	J100750.6-090437	21
10 07 55.80	-13 31 46.5	J100755.8-133146	 9
10 07 56.20	+49 18 14.5	J100756.2+491814	11
10 08 02.70	-14 59 04.0	J100802.7-145904	 8
10 08 03.40	-26 36 34.5	J100803.4-263634	10
10 08 11.50	+47 05 26.0	J100811.5+470526	 7
10 08 11.60	+00 30 21.0	J100811.6+003021	12
10 08 13.40	+12 00 05.5	J100813.4+120005	12
10 08 16.50	-03 15 26.0	J100816.5-031526	 9
10 08 18.70	+27 12 06.5	J100818.7+271206	16
10 08 19.70	-31 24 07.0	J100819.7-312407	18
10 08 25.80	-27 35 33.5	J100825.8-273533	11
10 08 26.40	-11 07 08.0	J100826.4-110708	11
10 08 29.00	-72 04 48.5	J100829.0-720448	12
10 08 29.50	+07 23 41.0	J100829.5+072341	13
10 08 30.90	+46 29 57.5	J100830.9+462957	 8
10 08 39.40	-05 35 02.5	J100839.4-053502	12
10 08 46.40	+11 47 34.0	J100846.4+114734	11
10 08 46.90	-65 48 44.5	J100846.9-654844	 8
10 08 48.80	-09 54 42.0	J100848.8-095442	 8
10 08 51.60	+54 14 51.0	J100851.6+541451	13
10 08 52.10	-29 45 00.5	J100852.1-294500	 9
10 09 01.30	-05 16 47.0	J100901.3-051647	13
