#
#   VizieR Astronomical Server: http://cdsweb.u-strasbg.fr	2007-01-30T20:45:32
#   Explanations and Statistics of UCDs:			See LINK below
#   In case of problem, please report to:	question@simbad.u-strasbg.fr
#    (link)
#
#Coosys	J2000:	eq_FK5 2000
#INFO	-ref=Vxml24157	

#RESOURCE=5050
#Name: V/50
#Title:	Bright Star Catalogue, 5th Revised Ed. (Hoffleit+, 1991)
#Table	V_50_catalog:
#Name: V/50/catalog
#Title:	The main part of the Catalogue
#Coosys	J2000_2000.000:	eq_FK5 2000_2000.000
#Column	HR	(I4)	[1/9110]+ Harvard Revised Number = Bright Star Number	[ucd=meta.id;meta.main]
#Column	RAJ2000	(A10)	?Hours RA, equinox J2000, epoch 2000.0 (1)	[ucd=pos.eq.ra;meta.main]
#Column	DEJ2000	(A9)	?Sign Dec, equinox J2000, epoch 2000.0 (1)
#---List of  values:     	[ucd=pos.eq.dec;meta.main]
#Column	Vmag	(F5.2)	?Visual magnitude (1)	[ucd=phot.mag;em.opt.V]
#Column	B-V	(F5.2)	? B-V color in the UBV system	[ucd=phot.color;em.opt.B;em.opt.V]
#HR	RAJ2000	DEJ2000	Vmag	B-V
#	"h:m:s"	"d:m:s"	mag	mag
#----	----------	---------	-----	-----
4917	12 56 17.6	+54 05 58	 5.82	 0.19
4918	12 57 33.2	-22 45 14	 6.31	 1.07
4919	12 57 07.7	+46 10 37	 6.12	 1.01
4920	12 58 55.4	+17 24 34	 4.78	 1.56
4921	12 59 39.5	-03 48 43	 5.79	 0.18
4922	13 00 32.6	-33 30 19	 6.02	 0.38
4923	13 02 16.2	-71 32 56	 3.62	 1.18
4924	13 00 16.5	+30 47 06	 4.90	 1.17
4925	13 00 35.9	-03 22 07	 5.99	 1.12
4926	13 00 38.8	+18 22 23	 6.20	 0.42
4927	12 58 47.3	+75 28 21	 6.01	 0.99
4928	12 59 55.1	+66 35 50	 5.32	 1.29
4929	13 01 09.6	+17 07 23	 5.96	 0.96
4930	13 03 05.2	-71 28 34	 6.03	 0.05
4931	13 00 43.8	+56 21 59	 4.93	 0.36
4932	13 02 10.6	+10 57 33	 2.83	 0.94
4933	13 03 33.2	-49 31 38	 4.85	 0.02
4934	13 01 46.8	+63 36 37	 6.00	 0.41
4935	13 03 46.1	-20 34 59	 5.58	 0.56
4936	13 02 40.4	+59 42 58	 6.53	 0.05
4937	13 03 54.4	-03 39 48	 6.59	 0.29
4938	13 04 48.1	-41 11 48	 6.26	 1.68
4939	13 05 30.8	-52 06 54	 6.43	 1.70
4940	13 06 16.7	-48 27 49	 4.71	-0.14
4941	13 06 35.1	-41 35 19	 5.59	 1.05
4942	13 06 54.6	-49 54 22	 4.27	-0.19
4943	13 05 44.5	+35 47 56	 5.25	-0.08
4944	13 07 24.2	-59 51 38	 5.99	 0.48
4945	13 05 52.3	+45 16 07	 5.63	 1.13
4946	13 06 21.2	+21 09 12	 5.99	 0.39
4947	13 06 54.3	-35 51 43	 6.54	-0.02
4948	13 06 10.2	+29 01 46	 6.54	 0.05
4949	13 06 22.6	+22 36 58	 5.60	 1.59
4950	13 04 49.7	+73 01 31	 6.31	
4951	13 07 38.3	-53 27 35	 5.71	-0.07
4952	13 08 07.0	-65 18 23	 5.51	-0.02
4953	13 06 22.7	+62 02 31	 6.14	 0.99
4954	13 07 10.7	+27 37 29	 4.80	 1.48
4955	13 07 53.8	-10 44 25	 5.19	 1.14
4956	13 07 53.6	+27 33 21	 6.19	 1.36
4957	13 08 32.5	-08 59 04	 5.55	 1.18
4958	13 09 03.3	-23 07 05	 4.95	 1.05
4959	13 09 14.4	-09 32 18	 6.32	 1.02
4960	13 09 12.4	+10 01 20	 5.78	 1.00
4961	13 09 45.3	-10 19 46	 5.94	 1.49
4962	13 09 47.8	+16 50 55	 5.91	 1.45
4963	13 09 57.0	-05 32 20	 4.38	-0.01
4964	13 09 38.7	+37 25 23	 6.02	 1.15
4965	13 10 58.4	-52 34 01	 6.06	-0.09
4966	13 11 51.6	-69 56 31	 5.91	 0.42
4967	13 09 42.0	+38 32 02	 6.28	-0.12
4968	13 09 59.3	+17 31 46	 5.22	 0.45
4969	13 09 59.3	+17 31 46	 5.22	
4970	13 11 08.8	-42 13 59	 5.79	 0.52
4971	13 10 03.2	+38 29 56	 5.91	 0.29
4972	13 11 53.1	-63 18 10	 6.33	 0.44
4973	13 11 23.2	-43 22 08	 5.25	 1.05
4974	13 09 50.2	+62 13 45	 6.54	-0.02
4975	13 12 17.4	-59 55 15	 4.60	-0.08
4976	13 14 17.2	-78 26 50	 5.85	 1.07
4977	13 12 48.9	-66 13 37	 5.90	 0.06
4978	13 11 39.2	-26 33 06	 6.50	 0.19
4979	13 12 03.2	-37 48 11	 4.85	 0.70
4980	13 12 56.0	-59 49 00	 6.16	 0.60
4981	13 12 03.5	-16 11 55	 5.04	 0.46
4982	13 12 50.9	-42 41 59	 6.22	 1.06
4983	13 11 52.4	+27 52 41	 4.26	 0.57
4984	13 12 08.4	+24 15 29	 6.33	 0.98
4985	13 13 23.5	-50 42 00	 5.89	-0.02
4986	13 12 32.9	+11 33 22	 5.77	 1.51
4987	13 12 35.9	+18 45 06	 6.53	 0.88
4988	13 14 12.1	-58 41 02	 5.89	 1.08
4989	13 14 14.8	-59 06 12	 4.92	 0.48
4990	13 13 26.8	-18 49 36	 6.28	 0.09
4991	13 13 57.5	-43 08 20	 6.16	 1.38
4992	13 13 12.4	+18 43 37	 6.11	 1.20
4993	13 15 14.9	-67 53 40	 4.80	-0.08
4994	13 15 25.7	-69 40 47	 6.37	 1.21
4995	13 14 10.9	-19 55 51	 5.33	 0.87
4996	13 14 43.1	-48 57 24	 5.89	 1.06
4997	13 13 43.0	+40 09 10	 4.92	 1.06
4998	13 14 31.3	+11 19 54	 5.67	 1.50
4999	13 15 09.7	-36 22 16	 6.19	 0.97
5000	13 16 44.8	-65 08 18	 6.07	 0.44
5001	13 15 58.8	-19 56 35	 5.22	 1.03
5002	13 17 13.0	-66 47 01	 4.87	 1.50
5003	13 13 32.0	+72 47 56	 6.59	 0.08
5004	13 15 32.0	+40 51 19	 5.79	 0.19
5005	13 16 25.5	-01 23 26	 6.68	 0.31
5006	13 16 53.1	-31 30 22	 5.10	 0.96
5007	13 16 14.3	+19 03 06	 6.45	 0.98
5008	13 17 13.9	-43 58 46	 5.84	 0.20
5009	13 12 25.4	+80 28 17	 6.25	 0.94
5010	13 16 32.3	+19 47 07	 6.45	 0.25
5011	13 16 46.5	+09 25 27	 5.22	 0.59
5012	13 19 18.9	-72 02 08	 6.04	 1.35
5013	13 17 15.6	+13 40 32	 5.33	 1.31
5014	13 17 29.9	-00 40 36	 6.37	 0.26
5015	13 17 36.3	+05 28 11	 4.80	 1.67
5016	13 18 34.6	-51 17 10	 6.19	 0.01
5017	13 17 32.5	+40 34 21	 4.73	 0.30
5018	13 16 28.6	+68 24 29	 6.20	-0.06
5019	13 18 24.3	-18 18 41	 4.74	 0.71
5020	13 18 55.3	-23 10 18	 3.00	 0.92
5021	13 18 51.1	+03 41 16	 6.62	 0.06
5022	13 18 27.8	+34 05 53	 5.82	 1.35
5023	13 18 14.5	+49 40 55	 5.15	-0.07
5024	13 20 34.9	-59 46 24	 6.18	 0.43
5025	13 19 04.2	+35 07 41	 6.02	 0.24
5026	13 20 37.8	-52 44 53	 5.48	-0.13
5027	13 20 48.3	-55 48 02	 6.02	 0.29
5028	13 20 35.8	-36 42 44	 2.75	 0.04
5029	13 20 57.7	-46 52 50	 5.77	 1.12
5030	13 22 52.6	-72 08 48	 6.05	 0.09
5031	13 20 41.6	+02 56 30	 6.26	 0.10
5032	13 20 19.0	+40 09 02	 5.60	 1.20
5033	13 21 29.9	-19 29 20	 6.21	 0.09
5034	13 22 35.7	-60 58 20	 6.18	 0.01
5035	13 22 37.9	-60 59 18	 4.53	-0.13
5036	13 22 16.2	-52 10 59	 5.83	 0.12
5037	13 21 41.6	+02 05 14	 5.69	 0.06
5038	13 22 52.7	-47 56 35	 6.16	 0.18
5039	13 23 02.6	-48 33 46	 6.38	-0.07
5040	13 22 09.7	+05 09 17	 5.87	 0.12
5041	13 24 00.5	-64 32 09	 4.53	 0.85
5042	13 25 07.1	-74 53 16	 5.05	 1.11
5043	13 23 08.7	-33 11 24	 6.22	 1.65
5044	13 23 01.1	-17 44 07	 5.37	 0.99
5045	13 22 03.8	+43 54 11	 6.35	 0.24
5046	13 23 52.3	-49 49 23	 6.48	 0.96
5047	13 23 18.9	-04 55 28	 5.89	 1.43
5048	13 25 13.9	-64 29 07	 5.31	 0.40
5049	13 25 50.1	-70 37 39	 5.67	-0.03
5050	13 24 33.2	-05 09 50	 5.75	 0.42
5051	13 27 18.3	-74 41 31	 6.63	-0.06
5052	13 23 54.0	+37 02 02	 6.07	 1.68
5053	13 24 30.5	+12 25 55	 6.44	 1.06
5054	13 23 55.5	+54 55 31	 2.27	 0.02
5055	13 23 56.4	+54 55 18	 3.95	 0.13
5056	13 25 11.6	-11 09 41	 0.98	-0.23
5057	13 25 06.7	+23 51 16	 5.78	 0.06
5058	13 26 07.8	-39 45 19	 5.09	 1.20
5059	13 26 11.4	-01 11 33	 5.97	 0.19
5060	13 26 56.1	-41 29 53	 5.69	 1.47
5061	13 27 06.3	-49 08 38	 6.31	
5062	13 25 13.5	+54 59 17	 4.01	 0.16
5063	13 27 20.8	-49 22 51	 6.28	-0.12
5064	13 26 43.2	-12 42 28	 5.25	 1.52
5065	13 27 14.7	-40 09 47	 6.40	 0.98
5066	13 28 46.4	-69 37 41	 6.20	 0.02
5067	13 26 16.6	+46 01 41	 5.88	 0.97
5068	13 27 27.2	-15 58 25	 4.76	 1.09
5069	13 29 07.6	-64 40 33	 6.11	 0.11
5070	13 25 59.9	+63 15 40	 6.50	 0.74
5071	13 29 25.2	-51 09 55	 5.06	 0.07
5072	13 28 25.8	+13 46 44	 4.98	 0.71
5073	13 26 08.1	+72 23 29	 5.79	 1.63
5074	13 27 04.6	+64 44 08	 6.66	 0.37
5075	13 27 10.7	+64 43 10	 7.04	 0.39
5076	13 27 59.5	+52 44 45	 6.34	 0.23
5077	13 28 26.2	+40 43 47	 6.47	 0.92
5078	13 29 14.9	-01 21 52	 6.43	 1.11
5079	13 28 11.7	+50 35 14	 6.80	
5080	13 29 42.8	-23 16 53	 4.97	 1.60
5081	13 29 13.0	+10 49 06	 5.65	 1.05
5082	13 33 14.8	-77 34 06	 6.48	 0.48
5083	13 28 45.7	+50 43 06	 6.43	 0.37
5084	13 40 55.5	-85 47 10	 5.58	 0.18
5085	13 28 27.1	+59 56 45	 5.40	-0.01
5086	13 30 00.1	+07 10 44	 6.17	 1.47
5087	13 29 57.6	+06 00 48	 6.51	 0.96
5088	13 30 25.7	-06 28 13	 6.09	 0.33
5089	13 31 02.7	-39 24 27	 3.88	 1.17
5090	13 31 33.3	-28 06 46	 6.47	 0.10
5091	13 26 56.7	+78 38 38	 5.77	 0.77
5092	13 32 05.3	-38 23 57	 6.16	 1.04
5093	13 33 35.7	-65 37 57	 6.37	-0.02
5094	13 32 02.8	-18 43 44	 6.01	 0.18
5095	13 31 57.9	-06 15 21	 4.69	 1.62
5096	13 31 15.8	+42 06 22	 6.08	 1.05
5097	13 32 35.9	-28 41 34	 5.69	 0.04
5098	13 32 34.5	-29 33 55	 6.45	 0.44
5099	13 32 51.7	-15 21 47	 5.55	 1.23
5100	13 32 58.1	-10 09 54	 5.21	 0.96
5101	13 33 00.7	-07 11 42	 6.68	 1.28
5102	13 32 48.1	+24 20 47	 6.11	 0.96
5103	13 34 28.9	-48 16 20	 6.33	-0.05
5104	13 34 43.6	-33 18 39	 6.44	 1.26
5105	13 34 07.9	+03 39 32	 4.94	 0.03
5106	13 34 40.5	-13 12 52	 5.91	 0.02
5107	13 34 41.6	-00 35 45	 3.37	 0.11
5108	13 34 21.8	+38 47 21	 6.37	 0.21
5109	13 34 07.3	+55 20 55	 5.60	-0.03
5110	13 34 47.8	+37 10 57	 4.98	 0.40
5111	13 35 31.3	-05 23 46	 5.73	 0.95
5112	13 34 27.3	+49 00 58	 4.70	 0.12
5113	13 37 12.2	-61 41 31	 5.63	 0.50
5114	13 35 33.3	+10 12 17	 6.49	 1.03
5115	13 39 11.9	-75 41 02	 6.34	 0.01
5116	13 35 14.1	+44 11 49	 6.84	 0.20
5117	13 36 50.5	-34 28 04	 6.50	 1.03
5118	13 37 06.0	-44 08 36	 5.98	 0.94
5119	13 38 45.7	-70 26 42	 6.10	 1.42
5120	13 36 48.4	-26 29 42	 5.78	 0.22
5121	13 37 23.7	-46 25 42	 5.90	-0.12
5122	13 38 07.6	-58 24 54	 6.42	 1.12
5123	13 36 59.1	+24 36 48	 5.74	 1.55
5124	13 38 49.1	-57 37 23	 6.01	 1.14
5125	13 40 00.6	-70 47 18	 6.59	 1.30
5126	13 36 39.8	+49 29 12	 6.49	
5127	13 37 27.6	+36 17 42	 4.82	 0.23
5128	13 38 42.0	-29 33 39	 5.83	 0.40
5129	13 38 07.9	+14 18 06	 6.52	 0.25
5130	13 40 10.9	-64 34 37	 5.79	 0.39
5131	13 34 42.8	+76 32 48	 6.57	
5132	13 39 53.2	-53 27 59	 2.30	-0.22
5133	13 37 43.0	+50 42 53	 6.48	 1.55
5134	13 39 59.7	-49 57 01	 6.00	 1.50
5135	13 39 40.8	-39 44 53	 6.27	 1.66
5136	13 39 48.6	-40 03 07	 5.60	 1.30
5137	13 39 02.3	+18 15 55	 6.48	 1.20
5138	13 39 34.6	+10 44 46	 5.57	 0.33
5139	13 37 11.0	+71 14 32	 5.50	 1.20
5140	13 42 01.1	-58 47 14	 5.38	-0.03
5141	13 41 44.7	-54 33 36	 5.01	-0.05
5142	13 39 30.4	+52 55 17	 5.46	 0.10
5143	13 40 15.6	+31 00 43	 6.21	 0.96
5144	13 40 40.5	+19 57 20	 5.75	 0.01
5145	13 40 39.1	+28 03 55	 6.23	 1.28
5146	13 41 30.9	-23 26 59	 6.59	 0.06
5147	13 41 45.7	-33 35 49	 6.05	 1.44
5148	13 40 23.2	+50 31 10	 6.32	 0.54
5149	13 41 02.3	+22 29 45	 5.62	 1.01
5150	13 41 36.8	-08 42 11	 5.01	 1.63
5151	13 42 56.1	-56 46 05	 6.00	-0.08
5152	13 42 54.6	-50 47 26	 6.41	 1.67
5153	13 40 21.3	+57 12 27	 6.29	 0.10
5154	13 40 44.3	+54 40 54	 4.66	 1.64
5155	13 42 55.0	-41 24 04	 5.98	 1.02
5156	13 42 12.7	+08 23 18	 6.16	 0.42
5157	13 43 40.0	-42 04 03	 5.98	-0.08
5158	13 44 15.9	-51 00 47	 6.47	-0.13
5159	13 43 03.7	+03 32 17	 5.36	 1.11
5160	13 42 28.8	+41 40 27	 6.30	 0.86
5161	13 42 43.4	+34 59 20	 5.98	 0.85
5162	13 41 29.9	+64 49 21	 5.85	 0.07
5163	13 43 54.3	-05 29 56	 6.51	 0.05
5164	13 43 45.2	+22 42 01	 6.13	 1.42
5165	13 44 29.8	-16 10 45	 5.60	 0.81
5166	13 44 45.7	-25 30 03	 6.21	 1.38
5167	13 45 36.9	-26 06 58	 5.81	 0.02
5168	13 45 41.2	-33 02 38	 4.23	 0.38
5169	13 43 54.7	+52 03 52	 6.02	 0.00
5170	13 45 35.1	-15 46 03	 6.19	 0.05
5171	13 47 10.7	-62 35 24	 6.51	 1.98
5172	13 46 39.3	-51 25 58	 4.65	 0.96
5173	13 45 56.3	-12 25 36	 5.51	 0.90
5174	13 46 56.4	-36 15 07	 5.15	-0.02
5175	13 47 27.6	-50 14 58	 5.91	 0.29
5176	13 47 38.4	-50 19 16	 5.45	 1.36
5177	13 45 13.2	+55 52 46	 6.50	 0.47
5178	13 47 13.5	-09 42 33	 6.05	 1.42
5179	13 46 13.5	+41 05 19	 5.87	 0.21
5180	13 46 19.0	+38 30 14	 5.94	 0.94
5181	13 47 25.4	-17 51 36	 5.43	 1.62
5182	13 46 43.3	+25 42 08	 5.95	 0.49
5183	13 46 57.1	+06 21 02	 6.33	 0.63
5184	13 42 39.3	+78 03 52	 5.91	 1.01
5185	13 47 15.7	+17 27 24	 4.50	 0.48
5186	13 46 59.8	+38 32 34	 5.50	 1.03
5187	13 46 35.7	+54 25 58	 5.70	-0.08
5188	13 55 38.7	-82 39 58	 5.95	 1.46
5189	13 48 55.1	-35 42 14	 6.53	 0.57
5190	13 49 30.3	-41 41 16	 3.41	-0.22
5191	13 47 32.4	+49 18 48	 1.86	-0.19
5192	13 49 26.7	-34 27 03	 4.19	 1.50
5193	13 49 37.0	-42 28 26	 3.04	-0.17
5194	13 51 47.4	-69 24 05	 5.75	 1.73
5195	13 48 38.7	+31 11 25	 5.62	 1.01
5196	13 49 52.3	-18 08 03	 4.97	 1.06
5197	13 50 06.5	-29 04 53	 6.18	-0.03
5198	13 50 19.4	-39 54 04	 6.44	 0.99
5199	13 48 57.2	+39 32 34	 7.40	
5200	13 49 28.6	+15 47 52	 4.07	 1.52
5201	13 49 42.8	+21 15 51	 4.91	 1.43
5202	13 50 34.5	-19 53 50	 6.53	 0.51
5203	13 42 23.1	+82 45 09	 5.98	 1.01
5204	13 49 45.0	+36 37 58	 6.38	
5205	13 50 24.7	+05 29 50	 6.01	 0.90
5206	13 51 47.2	-46 53 57	 5.77	-0.16
5207	13 52 04.8	-52 48 42	 5.25	-0.09
5208	13 51 36.6	-36 26 00	 6.35	 0.48
5209	13 51 20.4	-24 23 27	 6.45	 0.69
5210	13 51 49.6	-32 59 40	 4.56	-0.13
5211	13 51 50.1	-32 59 41	 6.06	-0.04
5212	13 52 00.9	-31 37 10	 6.12	 0.48
5213	13 49 45.5	+61 29 21	 5.96	 0.96
5214	13 51 04.5	+34 46 21	 6.65	 0.12
5215	13 51 09.2	+34 39 52	 5.87	 1.62
5216	13 50 27.7	+58 32 22	 6.46	 0.09
5217	13 53 43.1	-53 22 25	 5.89	 0.01
5218	13 54 48.9	-67 39 09	 5.71	 1.49
5219	13 51 47.5	+34 26 39	 4.74	 1.66
5220	13 52 18.4	+12 09 55	 6.04	 0.04
5221	13 53 12.5	-31 55 40	 4.73	-0.14
5222	13 53 32.8	-35 39 51	 5.54	 0.44
5223	13 53 56.9	-47 07 41	 6.10	-0.07
5224	13 53 52.2	-35 18 52	 6.19	 1.02
5225	13 53 12.9	+17 55 58	 5.70	 0.84
5226	13 51 25.9	+64 43 24	 4.65	 1.58
5227	13 50 59.2	+68 18 55	 6.40	 1.17
5228	13 54 16.6	-28 34 11	 6.04	 1.13
5229	13 53 10.3	+28 38 53	 5.90	 0.20
5230	13 55 12.2	-52 09 40	 5.71	-0.08
5231	13 55 32.4	-47 17 18	 2.55	-0.22
5232	13 54 42.1	-01 30 11	 5.15	 1.08
5233	13 54 58.2	-08 03 32	 6.19	 0.53
5234	13 56 19.8	-54 07 55	 6.14	 0.07
5235	13 54 41.1	+18 23 52	 2.68	 0.58
5236	13 56 33.0	-54 42 16	 6.00	 0.78
5237	13 55 44.5	-31 17 06	 6.51	 0.90
5238	13 53 51.0	+53 43 43	 5.70	-0.05
5239	13 56 19.5	-46 35 33	 5.83	 1.14
5240	14 00 32.8	-78 35 24	 6.09	 0.03
5241	13 57 38.9	-63 41 12	 4.71	 1.11
5242	13 58 31.2	-65 48 02	 6.20	 1.05
5243	13 55 50.0	+14 03 23	 6.16	 0.50
5244	13 56 27.9	+01 03 02	 5.91	 0.20
5245	13 56 10.5	+32 01 57	 6.32	 0.37
5246	13 57 27.7	-23 01 22	 6.14	 1.43
5247	13 56 34.2	+27 29 31	 5.01	 1.42
5248	13 58 16.3	-42 06 03	 3.83	-0.21
5249	13 58 40.8	-44 48 13	 3.87	-0.20
5250	13 58 31.1	-24 58 20	 5.15	-0.10
5251	13 59 17.3	-50 22 12	 5.91	 0.96
5252	14 00 17.3	-61 28 53	 6.49	 0.33
5253	14 00 52.2	-66 16 07	 5.97	 0.35
5254	13 58 39.9	+14 38 58	 6.00	 1.44
5255	13 58 38.9	+21 41 46	 5.76	-0.03
5256	13 57 32.1	+61 29 34	 6.37	
5257	14 00 00.1	-25 00 37	 5.77	 0.48
5258	13 59 49.3	-03 32 59	 6.40	 0.49
5259	14 01 19.0	-40 13 20	 6.13	 1.25
5260	14 01 43.4	-45 36 13	 4.34	 0.60
5261	14 05 19.8	-76 47 48	 5.50	 1.55
5262	14 01 20.4	+08 53 41	 5.99	 0.09
5263	14 01 10.5	+27 23 12	 6.23	 0.17
5264	14 01 38.8	+01 32 40	 4.26	 0.10
5265	14 02 22.8	-27 25 48	 5.48	 1.34
5266	14 03 26.2	-56 12 49	 5.92	 1.22
5267	14 03 49.4	-60 22 23	 0.61	-0.23
5268	14 03 01.7	-31 41 02	 6.18	 0.48
5269	14 03 27.5	-41 25 24	 6.11	-0.11
5270	14 02 31.8	+09 41 11	 6.20	 0.90
5271	14 02 12.2	+45 45 13	 6.27	 1.32
5272	14 03 53.1	-22 25 18	 6.30	 0.45
5273	14 03 32.3	+10 47 12	 6.30	 0.74
5274	14 03 36.8	+07 32 47	 6.26	 0.94
5275	14 03 55.8	+04 54 03	 6.24	 0.39
5276	14 04 14.6	-05 22 53	 6.39	 1.32
5277	14 04 27.0	-14 58 18	 6.28	 1.08
5278	14 05 46.5	-54 40 10	 6.17	 0.23
5279	14 08 27.1	-74 51 01	 6.02	 0.58
5280	14 02 59.7	+50 58 19	 6.15	 0.01
5281	14 06 25.1	-59 42 56	 6.42	 0.12
5282	14 01 50.6	+68 40 43	 6.34	 1.40
5283	14 04 37.5	+02 17 51	 6.28	 1.02
5284	14 05 14.0	-16 20 09	 6.56	 0.10
5285	14 06 02.8	-41 10 47	 4.36	-0.19
5286	14 06 10.9	-43 05 31	 6.20	 0.98
5287	14 06 22.3	-26 40 57	 3.27	 1.12
5288	14 06 41.0	-36 22 12	 2.06	 1.01
5289	14 08 14.3	-63 12 29	 6.40	 1.02
5290	14 06 42.8	-09 18 48	 5.46	 0.34
5291	14 04 23.3	+64 22 33	 3.65	-0.05
5292	14 08 56.3	-59 16 36	 6.34	 0.05
5293	14 10 30.9	-70 18 20	 6.05	 1.74
5294	14 08 51.9	-43 28 16	 6.17	-0.06
5295	14 11 01.9	-69 43 11	 6.06	 0.18
5296	14 09 35.0	-51 30 17	 6.00	-0.06
5297	14 09 54.8	-53 26 21	 4.75	 0.94
5298	14 09 00.6	-10 20 04	 6.47	 1.00
5299	14 07 55.8	+43 51 16	 5.27	 1.59
5300	14 08 17.3	+49 27 29	 5.25	 1.65
5301	14 10 50.5	-16 18 07	 4.91	 1.72
5302	14 08 46.0	+59 20 16	 6.46	 1.02
5303	14 18 13.8	-81 00 28	 4.91	 0.25
5304	14 10 23.9	+25 05 30	 4.83	 0.54
5305	14 06 56.4	+74 35 37	 6.45	 0.14
5306	14 16 54.9	-77 39 50	 6.47	 1.42
5307	14 11 31.2	+01 21 44	 6.43	 0.48
5308	14 13 16.4	-53 39 57	 5.56	 1.44
5309	14 12 24.5	-24 21 51	 6.34	 1.35
5310	14 11 15.1	+32 17 44	 6.11	 1.26
5311	14 13 39.9	-54 37 33	 6.11	 0.05
5312	14 12 46.0	-27 15 40	 5.08	 1.16
5313	14 12 15.8	+02 24 34	 5.01	-0.12
5314	14 13 13.2	-26 36 44	 6.24	 1.08
5315	14 12 53.8	-10 16 25	 4.19	 1.33
5316	14 14 57.0	-57 05 09	 5.07	-0.08
5317	14 13 40.8	-00 50 44	 5.91	 0.47
5318	14 14 42.6	-41 50 15	 5.61	 0.93
5319	14 15 21.2	-53 30 35	 6.39	 1.57
5320	14 16 38.6	-66 35 16	 5.75	-0.06
5321	14 08 50.9	+77 32 51	 4.82	 1.36
5322	14 14 21.3	-05 56 51	 6.36	 0.60
5323	14 14 05.2	+12 57 34	 5.54	 0.54
5324	14 15 01.3	-29 16 55	 6.08	
5325	14 15 38.8	-45 00 03	 6.31	 0.60
5326	14 16 34.2	-59 54 50	 6.39	 2.04
5327	14 24 23.3	-82 50 55	 6.42	 0.02
5328	14 13 27.7	+51 47 16	 6.69	 0.39
5329	14 13 29.0	+51 47 25	 4.54	 0.20
5330	14 14 50.8	+10 06 02	 5.29	 1.00
5331	14 14 53.0	+03 20 10	 6.45	 1.60
5332	14 15 24.1	-18 12 03	 5.43	-0.03
5333	14 14 41.0	+21 52 24	 6.39	 0.18
5334	14 12 04.0	+69 25 57	 5.24	 1.58
5335	14 14 23.5	+41 31 08	 6.24	 1.04
5336	14 22 22.7	-80 06 32	 5.06	-0.10
5337	14 16 18.3	-33 14 29	 6.55	 0.30
5338	14 16 00.9	-06 00 02	 4.08	 0.52
5339	14 26 54.9	-83 40 04	 4.32	 1.31
5340	14 15 39.7	+19 10 57	-0.04	 1.23
5341	14 16 21.5	-06 37 19	 6.44	 0.28
5342	14 16 30.1	-03 11 47	 6.15	-0.01
5343	14 16 04.2	+18 54 43	 5.98	 0.26
5344	14 17 03.8	-18 35 07	 6.22	 0.98
5345	14 15 16.9	+52 32 09	 6.58	 0.10
5346	14 16 32.8	+20 07 17	 6.25	 0.49
5347	14 16 24.2	+39 44 41	 6.38	 0.36
5348	14 18 23.8	-33 13 14	 6.54	 0.27
5349	14 19 51.5	-61 16 23	 5.23	 0.29
5350	14 16 09.9	+51 22 02	 4.75	 0.20
5351	14 16 23.0	+46 05 18	 4.18	 0.08
5352	14 17 28.4	+15 15 48	 5.80	 1.71
5353	14 18 00.6	-07 32 33	 6.47	 0.73
5354	14 19 24.2	-46 03 28	 3.55	-0.18
5355	14 18 38.3	-18 42 58	 5.90	 0.00
5356	14 19 00.8	-25 48 56	 5.87	 0.50
5357	14 19 23.9	-37 00 13	 5.94	 0.08
5358	14 20 19.5	-56 23 12	 4.33	 0.12
5359	14 19 06.6	-13 22 16	 4.52	 0.13
5360	14 17 21.1	+51 18 26	 6.20	 0.04
5361	14 17 59.8	+35 30 34	 4.81	 1.06
5362	14 20 09.7	-43 03 32	 5.56	 0.92
5363	14 17 49.2	+48 00 06	 6.32	 0.44
5364	14 20 42.5	-45 11 14	 4.77	 0.31
5365	14 19 16.3	+13 00 15	 5.41	 0.38
5366	14 19 32.5	-02 15 56	 5.14	 1.02
5367	14 20 33.4	-37 53 07	 4.05	-0.03
5368	14 19 40.9	+00 23 03	 6.19	 0.20
5369	14 18 55.7	+38 46 03	 6.86	 1.06
5370	14 19 45.2	+16 18 25	 4.86	 1.23
5371	14 22 37.0	-58 27 34	 4.92	 0.86
5372	14 18 55.8	+54 51 51	 6.53	
5373	14 19 47.7	+38 47 38	 6.33	 0.05
5374	14 20 08.7	+30 25 45	 6.44	 0.15
5375	14 22 38.7	-48 19 13	 6.09	-0.13
5376	14 22 19.7	-34 47 13	 5.56	-0.09
5377	14 23 20.3	-50 46 20	 6.02	 1.36
5378	14 23 02.2	-39 30 44	 4.42	-0.18
5379	14 25 06.3	-68 11 43	 5.61	 0.49
5380	14 23 48.4	-53 10 36	 6.00	 1.10
5381	14 23 05.8	-27 45 14	 4.77	 1.31
5382	14 25 39.5	-66 10 24	 6.36	 0.13
5383	14 23 25.6	-11 42 51	 6.21	 0.99
5384	14 23 15.3	+01 14 30	 6.27	 0.63
5385	14 23 22.6	+08 26 42	 6.86	 0.43
5386	14 23 22.7	+08 26 48	 5.12	-0.02
5387	14 23 06.8	+25 20 17	 6.22	 0.37
5388	14 24 00.9	+08 14 37	 5.95	 0.06
5389	14 29 36.8	-76 43 45	 6.07	 1.18
5390	14 24 48.6	-24 48 23	 5.32	 0.96
5391	14 27 07.1	-65 49 18	 5.85	 1.50
5392	14 24 11.3	+05 49 12	 5.10	 0.12
5393	14 24 40.9	-11 40 11	 6.49	 0.42
5394	14 24 18.3	+08 05 06	 6.19	 1.20
5395	14 26 08.2	-45 13 17	 4.56	-0.15
